,Label,Text,UID
4081,1,RT H ã य लु ô ं लु ô ं m ỉ m c ườ ई नह é ललिसा मनोबन वे लव ,39647
4082,0,जी अब कुछ अच्छे काम भी कर लो वरना अगले चुनाव में मोदी जी भी नहीं बचा पाएंगे .. क्यों की ो ch  ,28059
4083,2,लुओल . This reply is the best .,15093
4084,1,RT Assalam ु alaikum Respected Members Hope you ’ re doing well and having great Ramadan करीम थानक you फॉर your kind ,2412
4085,1,That's cause we have nutty new आगे humans in the U . स . Social media not helpful . Fake न्यूज़ !,11339
4086,0,यह कुत्ता इतनी आसानी से नै मारे गए जैसे इस ने जामिआ हफ़्ज़ा की हफ़्ज़ इ Quran बाघिव को phophorous b  ,43910
4087,2,बीजेपी को बधाई . Rajasthan की . जनता बीजेपी से कभी नाराज नहीं थी ... विधंसा के election  ,30707
4088,1,पिछले 5 वर्ल्ड कप से में कोका कोला का ढक्कन के पीछे का code संस कर रैला है लेकिन आज तक final में जान  ,11162
4089,1,RT You can test a बूत we already know you are doing it Annoying but गेम ऑन,27388
4090,2,RT First thing I wanted to do when I turned 38 was release a record . Thank यु for making it happen . ‘ Bought तो रोत ’,12512
4091,1,मिलो ी sent यू आल my clips,30261
4092,1,गली में कुत्ते काम Snapchat per कुत्ते ज्यादा hai,2884
4093,2,Frndship goals be like In days of baby शोना their will be one बेस्ट फ्रेंड who knows the importance of yours in h  ,8227
4094,2,ी ऍम not against bjp govt काम करे ढंग से तो kisse प्रॉब्लम होगी बीजेपी haryana govt is good even t  ,42138
4095,0,RT They Write Paid & Fake Article For Some Money ??? ये बच्चो वाली हरकते न बचपन मे अच्छी लगती है ऐसी चीप Hark ,10184
4096,2,रियली ?? 10th maths is so इजी यार यू have not seen life yet child,8599
4097,0,Teri बुरखा रंडी अम्मी और रस२० की बेहेन की चूत को जब तक कोई फाडेगा नहीं तब तक तू मुल्ला का  ,15849
4098,0,27 feb को भी 12 जहाज़ो का झुण्ड आया था सिर्फ 2 जफ 17 ने माँ चुद di pory इंडिया की हहहहए I liked that .,19780
4099,2,जी आपको जीत बहुत बहुत सुभ्कम्न आप े एक दिल की इच्छा है की आप ish corrupt परिवार को jail  ,42947
4100,2,यादो में से कुछ यादें !!smiling face with heart-eyes रूप मर्द का नया स्वरुप Sketched by the बेस्ट शशांक व्यास  ,39298
4101,1,NEWS Bhai तू tar  ,44481
4102,1,Madam कोई अच्छी किताब पढ़ो ऐसी violent किताबे पढ़कर आप भी violent हो जाएँगी .,17435
4103,2,ये हृदय परिवर्त कैसे ! Anyways nice to see you back .,19096
4104,2,RT Why I लव Modiji टू मच !! हे trolls in स्टाइल सबको पता भी नहीं चला और मोदी ने बुरी तरह ली ली वे रेमेम्बे ,27191
4105,2,RT 2017 ा good account on रानी Ahilyabai Holkar ... very inspiring ,37662
4106,1,Thank यू ..! बॉय जीती रहो luminous ,18160
4107,1,बहुत जरुरी होती है लेकिन क्यों एक काम marks वालो को regular govt college m admission नहीं मिलता क्यों एक  ,38433
4108,2,Dera सच्चा सौदा Pujya guru जी की प्रेरणा पर चलते हुए डेरा अनुयायी जहा िंसा  ,3262
4109,0,इस election में तेरी औकात पता चल जाएगी यही जानता तुझे फॉर se ration card वाली बाई बनाएगी टेंशन न le .. ,39423
4110,0,साले दो कौड़ी के आदमी हफ़ीज़ Sayeed के Pille Anti-Hindu Anti-Indian कसम से इतनी बकवास agar  ,22306
4111,0,व्हाट a shame what a शेम न करो यह नरेंद्र मोदी is third child Wala j  ,44673
4112,2,I really felt happy to meet you today at our office ... अहो भाग्य हमारे आप हमरे ऑफिस पधारे ..,38306
4113,0,स्लैप मारने का काम कोई घटिया इंसान ही कर सकता है ऐसे लोग free होते है कोई काम नहीं है इनके पास to  ,14525
4114,1,ab इसका क्या मतलब समझे सॉन्ग ne मीडिया को boycott किया है या मीडिया ne congress को बहुत ही कंफुसिओ है,26214
4115,0,सेल गांडु कश्मीर mee 82lakh Muslim haa 35lakh Hindu 7lakh Buddhist शर्म करो करगिल m  ,13320
4116,2,मने ऐ नथी समजातु पुरे भारत में एक ही com .... surxhit नहीं वो हे मुसलमन .... दूसरे कॉम को कोई प्रॉब्लम नहीं he ... ,18293
4117,2,यादगारी episode आज का रओ पै . सभी हम genie गुलबदन ामय ओमार बुलबुल चाचा 1 ने hit episode मुबारक नीरज vy  ,27436
4118,1,The best form is you कॉल में for leave ोउ to leave eis a quest ã o,20263
4119,0,इस गाड़ी का क्या करे Sky and हिज अजीब हरकतें .. वह िफ़ पे हिस उन is Deadinside And i thought i was mental ...face with tears of joy,16744
4120,2,रत My 6 Years of Dream comes true My Inspiration My हीरो माय लव माय brother My God One and only ,11544
4121,1,one 100% true कह रहे हं आप .... बहुत घाटे का सौदा किया है .... I always speechless when i saw such kind of  ,31120
4122,1,4- जबकि मैं तो नौकरी करने वाला person था 5- किसी को नौकरी से निकाल दे कि तुम्हारी जयदा sallry  ,14831
4123,0,Biostatistic le दिमाग हैंग बण्यो ी hate maths,22299
4124,2,कास हैप्पी बर्थडे तो ु कृष्णा सर् from Amsterdam loving Nepal,37831
4125,0,Ziddi110 जी मैं आपकी बात से सहमत हूँ ... सिर्फ और सिर्फ अल्लाह ही हिदायत देने  ,4891
4126,0,ममता कुटिया ..... जय श्री राम,19936
4127,2,Congratulation Churu जिले से MP बनने पर हमारे युवा सांसद को मंत्री मंडल में शामिल नहीं करने का गम h ,12220
4128,0,BSDK उसके कपड़ो पे मत जा जितना पाकिस्तान ka budget ः उतने के तो Gandhi की बकरी बादाम खा जाती थी,11293
4129,0,WTF have ु गॉन mad guys ???? Former Indian cricketer ??? चूतिये हो क्या ... तेरा बाप ह वो समझा ????,13039
4130,2,RT how पुरे न divine she is looking .... purest of all .... मेरी ही नज़र लग जायेगी ... पुटिंग ,20274
4131,1,वालिआ All the very best . कोई काम हो तो बता देना,28115
4132,0,दिग्विजय सिंह गदर बतला रक्षक तेरे पास कुत्ता है तुओ तू उस से `` बफादारी `` सिखले . कुत्ता भी जिस थाली मे K  ,22309
4133,1,irrelevant . my point is nobody cares what men find funny or amusing . lambi मत करो और निकल लो x,16611
4134,1,पांडु bini Hey डॉन'टी be sad you know ' चीन का माल ' इस not ' Tikau ' an  ,22398
4135,2,छड़र्य I had that book in my first semester . तो be honest I still love that book .,13237
4136,0,twt Allah आप को माफ़ नहीं कराय ga twt jungkook,42646
4137,0,18 पागल हो गयी है ये बुढ़िया इसी को तो कहते हैं सठिया जाना .... शी is above the age  ,16688
4138,2,Apne रत . नही की अपनी तारीफ ..face with rolling eyes क्यों ओह्ह लड़कों को पता चल जायेगा ...astonished face ु r married n still गज़ब लुकिंग,24843
4139,0,अरे चूतिये सूरज को लिखा यह . S  ,12592
4140,1,बैंड बाजा बारात also over once for all तो पेड मीडिया PAID reportings टुकड़े टुकड़े गैंग Award Wap  ,19131
4141,0,BJP it cell तोह चाट ती रहती है दंगे करने क लिए बैठी है बस,21190
4142,0,RT सर ye logo change क्र दो Kyoki इलेक्शन हरने के बाद ये dustbin में जाता ह or पता नहीं ,5294
4143,1,RT ुलहक़ नथिंग better than Pak cricket twitter after a defeat the quality of humour is top class . No ppl are better at laughing ,40343
4144,1,sir we मिस उह्ह फ्रॉम पूरी एक उम्मीद जागी थी की आप जीतेंगे सर अगली बार आप यहीं से लड़ना ओडिशा  ,22839
4145,1,410 से सभी WC me semi फाइनल तोह खेलती but इस बार तोह वो भी नहीं होगा . BB11 ke टाइम किसको प्रेडिक्ट किया था ? हिना ?,21579
4146,0,BC वहां सरफ़राज़ कह रहा है क अमीर मुकमल fit है पहला मैच खेलने क लिए यहाँ तुम चौलाइन मर रहे हो ,28373
4147,0,पति क लाग जहालत क ोंची दरजी पे फ ’ ीज़ हैं ये जस्ट बकवास करना जानती हैं practically ये फ़ैल हो ch  ,6635
4148,1,RT प्रधान Mantri Modi's Raksha कवच Why India's women helped PM Modi emerge stronger in 2019 | Verma | ,2360
4149,1,1 ) Public review हमने तो वोट दिया था .. Seems planted Q & A . 2 वे r not getting 24hr power  ,18787
4150,0,ये लोग ही देश को चलाएग अलका जी क्यों ab इनकी सर्कार जो मन में आएगा ो ही करेंगे deshdraohi sadhvi pragya,10191
4151,1,और इसका फ़र्क़ जॉब market में नज़र आता है barray schoolo के बच्चों को स्कूल के brand  ,22704
4152,2,नहीं यह upbringing पे भी डिपेंड करता है क्यों पेरेंट्स अपने बढ़ते बच्चों  ,17029
4153,2,हमे proud h नरेंद्र मोदी ग हमारे prime minister h . जय भारत . हर हर महादेव . Modi ग आरक्षण . ा  ,24067
4154,1,RT क़ाबिल तो बुहत सराय हैं पाकिस्तान में उनको तो सरकारी इदारे पोछते हे nahi ,39594
4155,1,वेके Sir . बधाई . No Safty no cleaning . Now no one attanding the call of nort  ,43233
4156,2,स्मृति जी बस apse एक गुजारिश है की आप अमेठी ke chaplooson से बच के रहिएगा ......... congratulations for your victory,18916
4157,0,उदितराज Chal बी के च त्या सला,36175
4158,0,सनी देओल हंस राज हंस Ravi किशन जैसे लोग ंप बन गए वह मोदी जी वह क्या development है खेर sahab  ,13423
4159,2,Respected मैडम एक ही दिल है कितनी बार जीतोगे ? जय हिन्द you are an inspiration,15316
4160,0,RT साल्सु नॉट happy with appointments so far all I सी इस में getting appointed . What about women ? Women ain ’ t good as SSGs ? ी ’ m watch ,149
4161,0,चुप रे चोर .. Let people work and earn the money .. ये तेरे कांग्रेस ke workers aur तेरे तरह हरा  ,8820
4162,1,लड़की से कभी गलती न होती .. गलती से कबि लरकी होजाती .. इसका कोई और मतलब न निकलना .. में ने गलती and l  ,38363
4163,0,Mand बुद्धि बालक तुजसे और तेरी कामिनि party k mp से कुछ होने वाला नहीं है . अपनी दम दबाके बैठ जा .,34919
4164,0,मेरा पंर ंब 2460725150 है ये बोगी me a / c working नहीं हो रही है attender bi कुछ कर नहीं रहा है बोलने पर का  ,12714
4165,1,येह सूरे but if ु no b movie freak u no fit watch आल ा dey suffer from ur sickness some कराए सो 4days  ,21979
4166,2,आज हम military superpower हैं . Economic super power बन रहे हैं . वो दिन दूर नही जब हम भी अमेरिका aur रूस की बराबरी करेंगे .,27723
4167,2,ी like egg but I हेट बनाना,2462
4168,2,She ब्रेक उप is the Worst Feeling .pensive face हे कभी हेलमेट पहन क बाइक चलाते होय सर्र पय खारिश होइ ह ?????unamused face,21688
4169,2,वन्दे मातरम awesome representation atul ग जय माँ भारती हिंदुस्ता जिन्दाबाद Modi ग Jindaba  ,23374
4170,0,सर जो गयी कल नरोडा में हुआ नरोडा के मला बलराम ठवनि ने जो एक महिला को बीच रस्ते पर tamac  ,13362
4171,0,योगेन्द्र य बस कितना चुतिया समझता है बाकि की जी का फर्जी अकाउंट है ... इसी के किसी गंदु का .... o  ,29178
4172,0,रोहित शेट्टी की फिल्म me content वैसे भी कहा होता h bc,16703
4173,2,रोहित भाई ी ऍम your big fan वांट to meet यू,441
4174,2,pictures Bro उसे Your Watermark . You Deserve More Credit So Many Pages Posted Your Picture . लव यू,5342
4175,0,ख़ुदा की मार आबि एना शोरो होइ ह . मुल्क का पैसा लूटने वाला is Nawaz sharif ने तू माँ क पेट से निकलने में b curopp  ,13679
4176,1,EMPTY,4494
4177,1,Happy ending So सैड क िंता ज़बर्दस्त टीवी serial end हो गया hats off तो इक़रा अज़ीज़ ंद imran ashraf for amazing inc  ,6018
4178,1,Sarcasm समझने वाला इंडिया से लुप्त हो गये हो लगता है उनपे भी मोदी ne surgical strike कर दी है,19281
4179,1,Promo इससे बहुत अच्छा बनाया जा सकता था ... Very poor presentation,13561
4180,1,ी r क ी पक्का गोभिजी के एमओ vale scenes यही लिखता होगा,29826
4181,0,दिया जो अब वादी को जान से मटने की धमकी दे रहे हैं अनुरोध है कि प्रकरण में गिरफ्तार कर छोड़े गए aropi  ,22358
4182,0,ये बैंक वाले भी कम हरामि नहीं होते काउंटर पर इतनी क्यूट लड़कियां बैठा देते है के Account Band करने Gya  ,16505
4183,0,हद होती है ............. लानत हो Ali as k दुश्मनो पय wo tow mola की खक बराबर नै,24530
4184,0,चूतिया है जो 237 ki subsidy आती है उसको माइनस Karke cylinder500 Ka पड़ता है . तुम Congress Walo ch  ,40583
4185,1,बूत माफ़ी तोह पाक फौज के सरबरा ने हे दे है मर्यम बीबी को जो आज कुल नालायक़ न लैक केह कुट uchult  ,26977
4186,1,RT यारा कुछ होर मंगदा नहीं सिर्फ एक हार trailer release कर डे ! लोल ईद करा दे !! 7DAY ,23143
4187,2,तुत RM is such a good speaker ! Hands down to his sexy mentality ! BTS IS रियली लकी तो हैवे यू एस ए लीडर !,30614
4188,1,अंकुश अबे में to free में दे दूंगा लेकिन रात भर मरूँगा और subah  ,12946
4189,1,जिसके नाम पे फिल्में चलती थी न वो उससे देश नहीं चला wps industry chla गया और अब industry में भी nh  ,25574
4190,0,ी r क ी जिस तरह Isis Muslims का नाम ख़राब कररही हैसी तरह BJP Hindus का नाम ख़राब कररही हे वो लोग  ,26940
4191,2,जैसे आज आप अन्जाना ॐ कशयप मोदी बनगई है फिर कुछ साल बाद आप अंजना ॐ कशयप बन jay  ,20165
4192,2,Bughz e इमरान में लोग काफिर बनण्य को भी तयार हैं अल्लाह हिदायत दाह तुम्हें .,12222
4193,2,कंगरुला मैडम जी आप को बहुत बहुत सुभ्कम्न . डॉ बलबीर सिंह SISODIA Incharge Sugarfed हरयाणा को . Operative cell बीजेपी,19382
4194,0,हेलो मैडम publice पागल नइ जो निक्क्मे लोग को सलेक्ट करती h publice ne सलेक्ट किया ह बो सोच समझ कर hi slec  ,15831
4195,2,Ja politie मार हेत गात ॐ de vertaling richting de politiek . Toch benieuwd wie dat हेत bewuste lijstj  ,5789
4196,1,BJP has avengers while Congress is लगन टीम,39765
4197,1,में वो नहीं बोल रही बूत जिस तरह से पुलिस ki unnecessary trolling कर रहे तहत'स bad Atleast we are  ,15481
4198,2,Very True .. वे are nothing without Pakistan .. Our आइडेंटिटी आवर PRIDE OUR कंट्री पाकिस्तान जिन्दाब  ,19643
4199,0,thatte औक़ात में रैयो टट्टी समजा माइंड योर वर्ड्स माइंड योर वर्ड्स थिस इस टेर्रोरिस यहाँ  ,17355
4200,1,1 Age 18 2 हाइट 5'6 3 फव सांग दिल में फूल खिल जाए कुछ इस तरह थे heart wants what i  ,8239
4201,1,is normally always late बुरे लोगों पे ये हाथ नहीं डालते देर कर देते hein ,20365
4202,2,अपने देश के सैनिक जोह ड्यूटी के दौरान शहीद हो जाते है उनके family के लिए आप को एक फ्री makan  ,4515
4203,2,RT बशंकर NGK day it is ऑफ्ल सर सर we are sure it ’ स going to be nothing less than थे BEST ,33099
4204,1,It gives me immense pleasure to see hickeys on other people's necks . साला किसी को तोह एक्शन मिल रहा है लाइफ mei  ,37537
4205,2,आदरणीय पं जी आपको दोबारा पं बनाने की बहुत बहुत बधाई !! मेरी आपसे हाथ जोड़कर बिनती ः की देश me  ,9995
4206,0,साडी की सारी गोलिया उसी दिमाग में ठोक देने का मनन करता है जहाँ से ये घटिया और निहायती वाःया 20 इयर्स  ,16335
4207,1,Adhyach जी आप के लिए अंतिम मौका यदि आप प . म . बनना चाहते तो ही आमाल कते आप म . प . के स . m . Ba  ,8981
4208,2,RT in Big win for बंधन बैंक at the Magna Awards 2019. In the small size category we received the ‘ Best Bank ’ as well as th ,23863
4209,1,पेशी पे जारहे थे या अपनी माँ की शादी पे जारहे थे ??? तुम चोर हो इसलिए डरते हो और किराये के  ,36740
4210,2,PhD यू ’ re awesome !! मच love and hope to सी ऍसा !,292
4211,0,Gazipur k log development deserve हो नै करते सर् अपने बहुत गलत किया कुत्ते को घी नै हजम होता .... ,14331
4212,0,बादशाह तू नहीं सुधरेगा बस्दक,15660
4213,2,ाह थॅंक्स भव ! ित was a superb ेप ! सो glad to be in it ! Xx,27545
4214,1,Can't wait टिल दीदी comes back सो Morales can go,34529
4215,0,Or तेरे पे रुकते हो न रूक ले भेनचोद अब तक तो बनाया नही बत अब instagram पे भी बनाऊंगी,17430
4216,1,अम्मी जी this will be the first Eid without you ... I'm still unable to believe that you are no more पैर ammiAllah  ,32439
4217,2,105 all out !!! जिनके खुद क घर शीशे क होते है वो दुसरो क घर पर पत्थर नहीं फेंकते ..  ,37610
4218,1,गुड लक today guys . ी ’ लल be watching on GameChanger . Bring home regionals !,5264
4219,1,Bhaiya अब ये तो चमचग की हद्द ः बीजेपी वालो से ye expect नहीं किया था और कोई इंसान  ,15613
4220,2,रत इस an epic SAGA directed like an auteur by His vision इस हूजे ! दवन इस एक्सट्राऑर्ड ! एकदम फर्स्ट क्ला ,45061
4221,2,सेशरा मोदी बाबा आपको प्रतिभ स्वंय का प्रनाम यु क्नोव मोदीबाबा really your so great  ,17388
4222,1,तत्काल ऐसे डर को लात मार के नौकरी ऐ निकाला जाये और इसकी medical की de  ,40130
4223,1,धन धन सतगुरु तेरा ही आसरा ग प्यारे सोहणे दिलबर माहि रब्ब जान पापै ग गुड मॉर्निंग G  ,30512
4224,1,मानसी क माय फव . Word Frnd - Bhai mussoorie चलेगा में - भाई दखते है,22025
4225,2,officiel Congratulations sir ी ऍम सो happy कि आप हमारे पं बने दिल से वेलकम करते है आप क  ,44897
4226,1,Angry Indian ारेह हम सब क लोए ख़राब हो गया अब . बूत बेचारे uncle,32511
4227,1,jalan नहीं शर्म .... की हमारे नाजायज औलाद इतना नालायक कैसे निकला सला jalan  ,29343
4228,0,रस्सी जल गया लेकिन ैठण नहीं गया ..@राहुलगान ..52 ही करि हो बीजेपी के लियेंच इंच की लड़ाई करोगे  ,15876
4229,2,RD Wah भाई,10953
4230,0,दीमक से तो आप हर चुके ह यह देश का दुर्भाग्य ः chund शंप्रदा log इस देश पर राज kr ते ह,26556
4231,2,मभरत लव योर mom and dad because . माँ बाप सबके किस्मत मे नही होते है . जिसकी क़िस्मत मई  ,14768
4232,0,RT शादी से पहले वैलेन्टिन Day बर्थडे friend day शादी के बाद रोटी डे कपडे डे पनि डे,35792
4233,2,नमस्कार मोदीजी ऍम a proud Gujarati residing in UK who is deeply rooted to इंडिया यु ारे थे बेस्ट फॉर इंडिया THER  ,15529
4234,1,What will do to the people who didn't vote फॉर यू . हेट them . Send them to जेल . लिखते हुए हाथ नहीं कांपे तेरे चमचे .,10043
4235,2,Madar छोड हे इस MNA security guard,43381
4236,1,RT I said केजरीवाल they रैप्लिड ' आज फिर किस ने मारा ? I सेड नहीं नहीं केजरीवाल they replied ' phir मोदी दौरा पड़ा कि ,33817
4237,2,ईद मुबारक - (ঈদ মোবারক) - बंगला दज Remix सांग - शकीब खान - BUBLY P ... ,29049
4238,2,मोदीजी welcome from the peoples of the country We have great expectations form you Parliament me app  ,12685
4239,1,देश सिर्फ मीठी 2 बातों से नहीं चलता कठोर भी बनना पड़ता है ये बातें सत्य में charitarth k  ,31724
4240,1,Nahi पर मुझे उन्हें भक्त कहने वालो से भी कोई प्रॉब्लम नहीं है .. लेकिन महात्मा Gan  ,45200
4241,2,आप एक good orator well educate है उसमे कोई डाउट नहीं जहा बोलते है बिहारी आप पैर prou  ,26268
4242,1,और the good ओले यू can buy it and we will reimburse you through Paypal ,14240
4243,2,राकेश सर बच्चों को देश भक्ति का पाठ पढ़ाना बहुत जरूरी है सिर्फ स्कूल भेजने से बात नहीं बनेगी ,20292
4244,0,ाराय अलका तू जनु की छात्रा लीडर रही है न वहीं से तेरा खून गन्दा हो गया है स Jaishankar ex for  ,25763
4245,1,RT हे गाइस ी ’ m super excited to announce that Mobile Premier League is now the Number 1 Gaming App in इंडिया अब हर gully s ,4225
4246,1,कुछ कहने को बचा ही नहीं है अब किस बात को लेकर मोदी सरकार को घेरे गए isliye spokesperson ko  ,24022
4247,2,RT Sherbet of the day is कच्चे आम का Sherbet ( Raw Mango Sherbet ) Pulpy filling sweet & sour tasting juice helps fight he ,17407
4248,1,रत Wishing the very best for our AP CM ी am sure he will grown bigger than his great father Many more terms ahea ,37999
4249,1,आपको सेकंड टर्म बहुत बहुत मुबारक हो उम्मीद है आप देश क हर वर्ग को साथ ले के chal  ,26664
4250,0,साहेब aziz अबे ओय चूतिये मदरसा मत जा क़ुरान को बहार गटर में फ़ीक जेक ठीक से  ,24046
4251,1,shyly ः आपका अकाउंट नया है so average वही बनती,37743
4252,1,ु . प को 62 सीट्स देने के बाद भी उचित प्रतिनिड नहीं . बृज प्रदेश को भी कोई प्रतिनिड नहीं दिया . Agra  ,43242
4253,1,University main ऐसा वक़्त भी आता है जब बंदा या tho attendance lagany जथा हा या सिर्फ एक नज़र crush को ढकने क लिए .,20237
4254,2,Good Morning ! नाआ !! Good Vibes show ng बयां !! With of course,19004
4255,1,हैप्पी बर्थडे to यू भैया हमेशा सलामत रहय खुश रहय ाबाद रहय आपके ज़िन्दगी खुशियो स भर जय अमीन शूम  ,3785
4256,2,RT Exclusive censor reports of is world class Words like movie of the year Best performance Sunney को मिले ेव ,12823
4257,2,बार बार दिन यह आये बार बार दिल यह गाये तू जिए हजारों साल यह मेरी है आरज़ू हैप्पी बर्थडे to यू h  ,21744
4258,0,I'm not really a nalaiq lallu student but these parhaku students should die इनके चोंचला बर्दाश्त नहीं होते,13704
4259,2,RT Amethi me BJP leader की हत्या का अटल सेना निंदा करती है BJP एवं अटल सेना के कसरिकता की सुरक्छ की responsib ,13246
4260,2,रत ी commend the women that get cute everyday cause sis ित ain ’ त me at all ी ’ m basic as hell idc लोल,24420
4261,1,RT North 24 Parganas West Bengal CM ममता Banerjee gets off her car and confronts people chanting ' जय श्री Ram ' slogan ,40265
4262,1,शर्मा अभिसार जी आप सोच रहे होगे es knife कि उसे किस पर होगा कुछ दिन बाद आप देखना इनमें से आधे b  ,25007
4263,1,my sanctuary धात नाम नै lia तो क्या किआ,8112
4264,2,केजरीवाल जी आपका जादु आपकी सफाई करने के लिए रेडी है आपका ब्रूम झाड़ो ी  ,43613
4265,1,Dosti को प्यार में मिटा क्यू नही देते गले में हाथ पडे हे मेरे वो हटा क्यों नही देते गलती की हो कोईतो  ,38867
4266,2,” Maybe one day कया शन्नों & शनिएका यु'लल be fortunate enough to have a partner that loves you  ,27465
4267,1,RT Team कलंक is ready for a lot of मस्ती & धमाल with Li'l Champs ! Don't miss Kalank special episode of Sat-S ,12377
4268,0,People believed that that are voting for Modi directly .. acchee बात है की इन जैसे chor expose हो गए,44910
4269,0,मोदी चोरी किया है . सला . sovi e व् म और vvpet machin . vote किया हुवा list sob mill  ,10276
4270,0,इस बंदे की कोई 1 चीज़ जो इस मुल्क क लिए हो .. और is जैसे बस ko ambassador bnya था .. किआ किआ होगा इसने मुल्क क साथ ..,26190
4271,0,कितना भी तुम कोंग्रेसी छुपाने की कोशिश करो पर तुमसे छुपता ही नहीं ह डिअर s  ,27316
4272,0,गलतियों का count matter नहीं करता कितनी बड़ी गलती है वो matter करता है . 1 murder 100 robberies,2510
4273,0,siddiqui पागल हो गए हो क्या BC BC तेरे घर में गली नहीं समझी जाती हो महा  ,13028
4274,0,अरे भडुवे नाच नहीं अत to आंगन टेढ़ा येह तेरा ग़लती nahi6 pure तेरा खानदान का गलती है जो तुज  ,24492
4275,2,सर सबसे पहले book salman खान सुपर स्टार भारत movi का हमें बेसब्री से इंतज़ार अब खत्म होने वाला सुपर जोड़ी सल ान kaif,21859
4276,2,Ye इंग्लिश क word devnagri में लिखते हो तुम लोग मुझसे नि पढता,40509
4277,1,कुछ Sugar Mills payment नहीं कर रही है जबकि Govt . ने उन्हें fund बी दिया था . वह क किसान ba  ,43244
4278,1,बौखलाह तो आपको है सिन्हा जी . राम राम जप करिये सुबह शाम आगे हो चुकी है कुक  ,18263
4279,0,Chor को इज़त दो ग हाँ पाकिस्तान क सब से बड़े चोर नवाज़ शरीफ को चोरिया करने पर इज़्ज़त दो welldone  ,14978
4280,1,S BJP की किसी भी रैली में भीड़ नहीं थी तो वोट किसने दी  ,40621
4281,0,पप्पू . को . सड्डी . हुई . कुत्ते . की . टट्टी . खिलाय . चमचो . जीत . जाएगा . पप्पू जोके  ,28337
4282,1,universo22 YourMoriarty ये में बे अभी नोटिस किया था तम्हारे कमेंट से पहले के मे ने किया लिखा हे,9839
4283,1,बकचोदी बाबा ... व्हाई u पप्ल वांट to impose Hindi ?? Hindi इस राज्य भाषा not rashtra भाषा ...,16416
4284,2,हैट्स off to Iron Lady of India . I use to dream how रानी की झाँसी  ,32199
4285,0,Kutre साला ... दिमाग सठिया गया है क्या रे ... कोई इसका चाती foro re .,39997
4286,0,I दो लअनत ’ on Kroenke every time he comes into my मंद बय अल्लाह लानत on this बेकूफ़ थिस kuteh this khombokt दस हज़ार टाइम,14397
4287,0,इन जानवरों के साथ कोई रिश्ता रखना ही नहीं चाहिए क्यों गए थे क्यों बार बार हाथ भड़ाते हो or  ,21879
4288,2,अल्लामा ने फरमाया था ... उमरा नश्शा इ दौलत में खुद को भूले . तल्ख़-ता हकीकत है भाई साहब के ' हा  ,12853
4289,0,Congress को पता है पार्टी से गाँधी नाम चला गया तो बाकि क लोगो को कोई नहीं पूछने वाला  ,23366
4290,1,पडला bug Well  ,31631
4291,0,अफवा बाजार .. ऐसी अफ़वा कोटक बैंक के लिए भी उडी थी .. वर्ल्ड का best investor कोई company me invest k  ,19042
4292,1,चूँकि पावर stars की कभी कम नहीं होती है क्यूंकि सभी की negative होती है और जीव जंतुओं पर डिपेंड होती  ,15569
4293,0,Fucking Å m å ल ( शो Me Love ) ,27003
4294,0,येह so thinks the latest spineless bootlicker . In fact before his comic TV show with नमो the world d  ,13259
4295,2,Lov3 बूत बाकू was हॉट ओह्ह्ह,36415
4296,1,भाई यही सही काम ह आपका इसको हे करते रहो . Best wishes to you,10832
4297,2,Lawrence इस क्या तोह आज शायद dinner नही बनेगा Most chutiya critic,29922
4298,2,हीईई फ्रेंस्सस्स ! माय sister and i finally made a website for our crochet stuffs ! from festival tops to pok é mon them  ,40947
4299,2,बार बार दिनन ये आये बार बार दिल ये गाये तुम जियो हज़ारों साल है मेरी ये आरज़ू हैप्पी बर्थडे to  ,17603
4300,2,Facebook ( DonaldTrump ) ी लव those who work everyday to keep our country ... ,44051
4301,0,गर्मी भूलने ही नहीं दे रही कय वो है . वो जो irritating uninvited mehman होता है न ? जो kitchen तक पुहंच जाता है ?,3105
4302,0,RT please अक्की को चूसना band क्रो लेत him gain some weight क्या हालात करदि ह चूस ,18769
4303,0,of mine रहने दे ... वो सैड हो गयी जान के कि किसी को उसका ईद पता है . फोटो तोह दूर की बात है,22193
4304,0,तेरे जैसे सुतिये की बात कोई नहीं सुनता . चुप कर ,43503
4305,1,RT यस it's रियली .. आप लोग देखते रह गए ... मोदी जी again PM बन गए,4154
4306,1,RT Phir व् गोडी मीडिया की आंखे नहीं खुलेगी ...,15622
4307,1,. दिल क खुश रखने को ग़ालिब ख्याल अच्छा hai . ,35561
4308,0,इनको पता ही नहीं है चीन के कितने project pakistan के साथ चलरहे हैं बेच  ,3722
4309,0,इस निज़ाम और is k चलाने वालों पर अल्लाह की लानत हो जहाँ अमीर ग़रीबों का ख़ून चूसती हैं or हा  ,26354
4310,2,मम मेरी मोदी जी से गुजारिश है की आपको और 5 साल मौका दे आप pravasio के लिए अब तक सबसे अच्छी  ,18776
4311,0,तुम चु porkistani यहाँ से दूर क्यों नहीं रहते जब बाबा फेक है झूठ बोलता है ? अपना  ,12893
4312,1,सर iam glad to सी ु again prime minister of इंडिया सिर्र app हा तो आज देश हमारा तरक्की माँ ह or a  ,33154
4313,0,Frequently aisi tweets करना कोई surgial strikes se कम नहीं है मर जाओगे luteyens liberals और टुकड़े गैंग,6877
4314,0,सो chanting Hindu chants ( Jay श्री राम ) are against secularism ? फिर कहते है मोदी ने मर ली . खुद को सुधारो पहले ,36957
