,index,Label,Text
376,753,0,@MaryamNSharif Loorrraa bc chor ka bacha Ghasti chup kr
377,755,2,OMG! You have to see this. #BIGOLIVE &gt
378,757,0,@suhanitrivedi01 @priya_hhh @rheaslut @Poonamrani1234 Aa gyi sabse badi ghasti raand @suhanitrivedi01
379,759,2,OMG! You have to see this. #BIGOLIVE &gt
380,761,0,@Randisuman dekh meri raaand kese kake lund pr uchal rhi h tu bhen ki lodi ghasti chinaal https://t.co/u2jiEjB65k
381,763,0,@Being_Hazardous @__EvilSinner Choro ghasti ko
382,765,0,@priya_hhh @shikhaask5 @ssgg4567 @khatundevi @madhurima011 @NazzSaba To uchal na bhen ki lodi ghasti raand mere laude pr
383,767,0,Are bhai bhai bhai.\napni ma ko ghasti keh rha ha\xf0\x9f\x98\x82\xf0\x9f\x98\x82\nlmao\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/4ndO2j2gzS
384,769,0,RT @Tuniva: @AkshayChakkaa @TunishYadav @Rajvikrm098765 @akshaykumar Are Gb Road Mai Pada huye randi ke beto \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nGhasti ke londo
385,771,0,@sheenaabidashah ghasti maa ka kanjr beta...
386,773,0,@marvisirmed Ye kia ghasti bndi hy.....
387,775,0,RT @aftabgulzar10: @Quratulainb perfect ghasti https://t.co/2TEZYNtZ14
388,777,0,@DheerK1 @moaxxama @HamidMirPAK Ghasti
389,779,0,@ShkhRasheed Taryi maa ka phuda houa hy ghasti ki olad
390,781,0,@chori_katil Isi liye to tere muhh me fasata hu me meri ghasti raand \xf0\x9f\x98\x98
391,783,0,@priya_hhh Aahhhh chuss le ise meri ghasti betichod ki aulaad https://t.co/04e99UrhFP
392,785,0,@AyeshaGuIaIai Ghasti ye Jo tumhary nechy garami Hai NA ye us ka asar Hai Khan nai danda dia nahi bechara de hi det\xe2\x80\xa6 https://t.co/VIUkKFE62e
393,787,2,OMG! You have to see this. #BIGOLIVE &gt
394,789,0,@TarekFatah Fatto gaand k baal ghasti k behnchod
395,791,2,OMG! You have to see this. #BIGOLIVE &gt
396,793,0,RT @_Hoor_786: Boys And Girls Be Aware This @Zaid_Mughal_99 Bastard.. Iski Baaton se Aisa Lag Raha Ye Apni Amma Ko Bhi Sasti ghasti Bulata\xe2\x80\xa6
397,795,0,@ImaanZHazir @ShireenMazari1 Stop u fucking bitch .. bc jis mulk ka khati o  usi ki army pr bhonkti o kuti ghasti o\xe2\x80\xa6 https://t.co/wdPNatdNtv
398,797,0,"@libaax21 @PsyQoKing @Prizors @Cruptzys Choos Mera Lora, Ghasti Kay Bachay"
399,799,0,@KhawajaMAsif Khoti ke bachay lalazar rawalpindi gas nhn hai kisi ghasti ke bachay
400,801,2,"@CNNnews18 @KyaUkhaadLega Lol, the best story, sir please provide us the mushroom details I will try to setup a res\xe2\x80\xa6 https://t.co/XQKaNcAg0K"
401,803,0,Thank You for calling me Genius....\nNahi samjhege hai wo hame...\nTo kya Jaata hai???\nAb Tu Chutiya hai\nNiche Khade\xe2\x80\xa6 https://t.co/foD8mB43r5
402,805,0,@iamWali10 Main kisi ka member nhi...\n\nSab parties chutiya hai...main sirf Amit Shah ka fan hu...
403,807,2,@malviyamit Not an Indian seaplane and certainly not a Gujrati Pilot. Now I understand that #GujratModel is electio\xe2\x80\xa6 https://t.co/iEY5cb456J
404,809,0,@vivek_oberoi @kunnu_kick @AnushkaSharma @imVkohli Chutiya vivek
405,811,0,@sudhirchaudhary @LtGovDelhi @ArvindKejriwal @kjsehrawat @dtptraffic @DelhiPolice Abe chutiya tum ko kya dikkat hai
406,813,0,Ye dekho chutiya https://t.co/8IpTILyKwL
407,815,0,Agar aap chutiya public dekhna chahte hai \nTo aaiye aaiye dekhiye sab #VikasSachdeva k support mai hai woh sab k sab bhadhuwe hai.
408,817,0,RT @ShreyaSlays_: @CuteDoremon Chutiya @Twitter bc\xf0\x9f\x98\xad
409,819,0,RT @ranveersbabe: Imagine Virushka just be like CHUTIYA BANAYAAAA
410,821,0,Yeh kaunsa Chutiya hain https://t.co/IGDhrxoziw
411,823,0,"@shailu_CA modi madarchod hai Na, maa ko khara' kar diya note ki line 96 yr old maa. Modi is harami chutiya PM"
412,825,0,@CNNnews18 One pappu talks of aloo the other of mushrooms ..chutiya banana inse sekha
413,827,0,RT @MunhPhatt: The most worst thing in my life is\nFacebook Memories\n\nWhenever i use to login..\nFb memories be like\n\nYe dekh chutiya tha tu \xf0\x9f\x98\xa4
414,829,0,Chutiya hogai hy
415,831,0,Chutiya \n\nMaha hutiya \n\nVarun fans \n\nAlpesh thakor https://t.co/S0fEgYLuGJ
416,833,0,@KeerthiReddi @EconomicTimes Gujraat wale Teri tarah chutiya nhi .\n...Nation first....fuck all Muslims
417,835,0,#virushkaKiShadi\n\nYe log ke photos to ese post kar rahe he log jese personally attend karke khud photos click kiye he..\nBc chutiya public..
418,837,0,Mann to ho raha hai wo mushroom wale ko bolu....abe chutiya hai kya....kya kuch bhi bol raha hai\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82
419,839,0,"Me to my friend,\n"" Mosam acha ho ya bura tu chutiya hi rahega"" \xf0\x9f\x98\x82"
420,841,0,@VipinRathaur Ak to chutiya h
421,843,0,@AashishKhetan Yeh toh vaakai mein AAPTARD nikla matlab chutiya
422,845,0,@spongekys uffff waaaah chutiya admi kya baat ki hai wow meii tou fan hogya hun messi ka abbb ufff kya khelta ha\xe2\x80\xa6 https://t.co/bR94m43OeC
423,847,0,"@ANI What a chutiya, this #AlpeshThakore is? Kahan se laye is namune BC ko?"
424,849,0,"@republic Ye chutiya abhi jinda hai, mujhe to lag raha tha Sharm se chullu bhar pani me mar chuka hoga. Leave the p\xe2\x80\xa6 https://t.co/8sQekNsiCK"
425,851,0,RT @SirArora: There are three types of chutiya people:-\n\n1 chutiye\n2 maha chutiye\n3 apni selfie pe *its me* caption dalne wale ghanghor chu\xe2\x80\xa6
426,853,0,@CNNnews18 Chutiya
427,855,0,@News18India @awasthis Chutiya Ye Bjp Vale Siyasi Fayde Ke Liye Jab Ram Mandir Par Congress Ki Ray Mangte Hai Tab K\xe2\x80\xa6 https://t.co/EtGmEber2C
428,857,0,@BiggBossCritic1 Chutiya ho Kya bc tum kbhi ek baat par tik nhi sakte baad Mai bol Dena Mai shi nikla ...Mai predic\xe2\x80\xa6 https://t.co/J83f3nIWJr
429,859,0,"@AashishKhetan I refrain from using word like ""Chutiya"", but you deserve it. Only because of this Chutiyapah, people hate AAP."
430,861,0,Chutiya alert...I repeat Chutiya alert!!!! https://t.co/AWfNOLjNIM
431,863,0,RT @djgundala: Show me a bigger chutiya than @OfficeOfRG \nGujarat: Ye dekh https://t.co/6EU8OgM5pY
432,865,0,"@ANI One word for this guy, chutiya."
433,867,0,Stop stalking me chutiya @BeingYaseen_ \nhttps://t.co/tS3nASlCz3
434,869,0,@ArvindKejriwal Chutiya ho ka bey? Have some brains.
435,871,0,@CNNnews18 @ARanganathan72 Chutiya
436,873,2,RT @TheQueen_008: @urstrulyMahesh @superstarrajini Last Year They Were like #Spyder gonna release so wished  .. now don't say he wished for\xe2\x80\xa6
437,875,2,Chup #chutiya https://t.co/5V7GU7I6NU
438,877,0,@Punkkboy Chutiya saala.
439,879,0,@ANI Chutiya hai BJP MCD. Bhagti hai choro ki tarah apni jimmedari se
440,881,0,@CNNnews18 Chutiya.
441,883,0,@TheKaranPatel Chutiya Insan Xaala \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x86\xf0\x9f\x98\x86
442,885,2,@urstrulyMahesh @superstarrajini Last Year They Were like #Spyder gonna release so wished  .. now don't say he wish\xe2\x80\xa6 https://t.co/nQGDsZrMNH
443,887,0,@Rajatgujar @CNNnews18 Three chutiya...
444,889,0,@anupmudgal Bhai @KapilMishra_IND chutiya hai isko Dhyan n do
445,891,0,"@LibertarianBlue ""After explosion"", chutiya, That\'s how."
446,893,0,RT @ShreyaSlays_: @TheRpRajput I love dhoni but some dhoni fans are chutiya\xf0\x9f\x91\x80
447,895,2,Friend: aj se kisy k bary mein ghalat nahi boleingy.\n\nMe: han yar!\n\n*See a boy with sunglasses in mall* \n\nBoth: Wo\xe2\x80\xa6 https://t.co/JMpW7sx5K4
448,897,0,RT @soilditem: @mraja99 LOL barely stopped laughing... No wonder Rahul found his soul mate in this super chutiya...Aples Thakor
449,899,0,RT @rkgeemail: @CNNnews18 Example of certified qualified Chutiya be like \xf0\x9f\x91\x87\xf0\x9f\x8f\xbe\xf0\x9f\x91\x87\xf0\x9f\x8f\xbe\xf0\x9f\x91\x87\xf0\x9f\x8f\xbe https://t.co/33mKRcTfGc
450,901,0,AAPtard = Chutiya ^ Chutiya #Mushroom https://t.co/RzW5mmHm3f
451,903,0,@HardikPatel_ Chutiya
452,905,0,Show me a bigger chutiya than @OfficeOfRG \nGujarat: Ye dekh https://t.co/6EU8OgM5pY
453,907,0,@Saffronised_ @prayas_goel @ashutosh83B Goyel Ji AAP chutiya ho# Deshbhakt nhi........
454,909,0,@hindustan_singh @renu_18 Chutiya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3
455,911,0,@spongekys messi was in his peak when he missed the penalty against chutiya apne club ka kuch nhi pta tjhe
456,913,0,RT @YaserSpeaks: *when a shayar finds true love finally*\n\nTumko dekha toh ye khayaal aaya\n\nFizul mein hi yaha waha humne apna chutiya katwa\xe2\x80\xa6
457,915,0,@TheDesiEdge Aur ye log bolte hai Vikas ho rha hai....bc India ke culture ki maa bhen ek kr di hai.\nNamo Namo Namo ane chutiya bano \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f
458,917,0,@TheRealityShows @ShilpaFan1 Are bhai hum Marathi hai hame chutiya me mat nikal ki usaki ma kya Boli\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0
459,919,0,@BeingRohit_45 @TheRpRajput Teri maa ki bo... Jaban sambal ke bat kar!  chutiya ye meri hi id h or wo rprajput meri id nahi h bhosdike
460,921,0,"RT @ANUBHAV_D: @ArshiKhan_Fans @isalilsand @RealVinduSingh Chutiya gaye hain saare ye Shilpa ke peeche, kuch bhi bol rhe hain. Inke liye Ba\xe2\x80\xa6"
461,923,1,Bastard comparing Aghori Sadhus with ISIS.\n\nChutiya spotted \xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87 https://t.co/E5kXF2jShv
462,925,0,@ArvindKejriwal Sir ap akhand chutiya ho
463,927,2,RT @ShreyaSlays_: Most chutiya fans of MSD\n@MahiMarRahaHai \n@FaizanMSD \n@MahiMarRahaHai \n\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/HCyganqOdA
464,929,2,"@Feku9 @TheAshokSingh @narendramodi Lol, when u #Pidi can't defeat me by words &amp; logic despite continuously abusing\xe2\x80\xa6 https://t.co/b7av8DacJT"
465,931,0,@poojan_20 natakani hai bro...  chutiya log
466,933,0,@CNNnews18 Example of certified qualified Chutiya be like \xf0\x9f\x91\x87\xf0\x9f\x8f\xbe\xf0\x9f\x91\x87\xf0\x9f\x8f\xbe\xf0\x9f\x91\x87\xf0\x9f\x8f\xbe https://t.co/33mKRcTfGc
467,935,0,Rajneeti me aate hi chutiya suru ....kuch bhi bol do ...abhi se hi \xe0\xa4\xb2\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xb7\xe0\xa4\xa3 dikh rha hai kya kroge aage gujrat me https://t.co/WUCdnv6OA5
468,937,0,RT @ShreyaSlays_: Bosdk tu jo shikhar dhawan ka lekar baitha hai itne salo se gawar chutiya insan aagaya mention me apni marvane tu bkl\xf0\x9f\x98\x82 ht\xe2\x80\xa6
469,939,0,Chutiya kahi ka........ \xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/6i8uNhdzaa
470,941,0,RT @akramismm: Anushka: Beta A for?\nkid: Average\n\nA: B for?\nK: Bhenchod\n\nA: C for?\nK: Chutiya\n\nA: D for?\nK: Dalle\n\nKohli: Great son..\n\n#Vir\xe2\x80\xa6
471,943,0,@niissh Kejriwal: Chutiya banayenge !
472,945,0,Chutiya\n\nMaha Chutiya\n\nRoadies/Splitsvilla/Bigg Boss ke participants
473,947,0,TM ko0 DhkA to0 eK khAYaL aYa\xf0\x9f\x98\x9d\nterE jEsa ChUtiYa MEriii liFe mEe kEsY AaYaa\xf0\x9f\x99\x8a
474,949,1,"@PreetiSMenon Mam,every one knows u r pro pak pro ISIS..u share islamic twitter page...u always stood for anti nati\xe2\x80\xa6 https://t.co/lIrUPd2MOj"
475,951,0,"RT @RohanKadam7: @AashishKhetan I refrain from using word like ""Chutiya"", but you deserve it. Only because of this Chutiyapah, people hate\xe2\x80\xa6"
476,953,0,@mraja99 LOL barely stopped laughing... No wonder Rahul found his soul mate in this super chutiya...Aples Thakor
477,955,0,Zara batao kis mushroom se twacha gori hoti hai? Chutiya banane ka dhanda hai bc #BattleForGujarat
478,957,0,@HassanNisar Chutiya country
479,959,0,RT @ShreyaSlays_: Sale Chadarmod ghodefakeer insan tu chutiya bhopadike \xf0\x9f\x98\x8f https://t.co/Awx0zBmr3n
480,961,0,"@ArshiKhan_Fans @isalilsand @RealVinduSingh Chutiya gaye hain saare ye Shilpa ke peeche, kuch bhi bol rhe hain. Ink\xe2\x80\xa6 https://t.co/cTQ6hC1nB3"
481,963,0,@KRKActor1 tu waha kya kar raha ha madarchod. bahan k lode kaha comarision kar raha ha . tu kaha 1 No ka madarchod\xe2\x80\xa6 https://t.co/m7nBRT1yUR
482,965,0,@theskindoctor13 Is he born chutiya or pappu ka aashirwaad made him so
483,967,0,@indiaforums @Only_KaranPatel @TheKaranPatel @AnkzBhargava @BiggBoss Both husband n wife are chutiya
484,969,2,RT @i_shugar_: Hot guy ignoring me : aisa bh kya bada aya i m smart enough .. ek date to banti h iske sath .. \nHot guy proposed me : hehe k\xe2\x80\xa6
485,971,0,"@firkiii and you are a chutiya, trying to be funny\xf0\x9f\x98\x8f"
486,973,0,@Subhash429866 @sardanarohit Saale nmard kutta haraami dougla
487,975,2,@TajinderBagga @sanghaviharsh @malviyamit @sambitswaraj @AmitShah @BJP4India @Shehzad_Ind @smritiirani @byadavbjp\xe2\x80\xa6 https://t.co/wpBSlJKjl6
488,977,0,@emDaniyal @maria_malikk22 Dlt Kar K Quote Kar Beghairat Wahan Jawab Deta Hun Larki Tag Hai Saath Behuda Haraami\xf0\x9f\x98\x91\xf0\x9f\x98\x91
489,979,0,RT @fahadsayss: Dont ki English Kamzoor thi to English movies dakhne ko kaha.\nHaraami n pata nhi konsi movies dakh li ab woh khud kamzoor h\xe2\x80\xa6
490,981,0,"@EconomicTimes Saaley haraami sarkaari karamchari log, kaam, material sab A1 chahiye phir ghoos chahiye bill jaldi\xe2\x80\xa6 https://t.co/LIkl2dJvvi"
491,983,0,"Charan, Aiyer, Sibal orPure @INCIndia k Madarjaat Haraami kutte Le dubbe @INCIndiaLive ko @OfficeOfRG @rssurjewala\xe2\x80\xa6 https://t.co/XcGL6bLZL1"
492,985,0,@malviyamit @SalmanNizami_ Bhaiya kitne dekhen pat tere jaisa haraami nahi dekha ...
493,987,2,RT @southasian_: Kajol x Rekha \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 https://t.co/Vy0EKtkiRL
494,989,0,Punnesh saala bahut haraami hai\nKya waahiyaad aadmi hai arshi aur akash ke saamne bolta hai ki haan shilpa to safe\xe2\x80\xa6 https://t.co/cEDxvdz1NX
495,991,0,"Shakal masoom or dimagh haraami, ye naimat bhe ksi ksi naseeb hti ha."
496,993,0,@BChamkani @KhadimRizviReal \nHazrat iss haraami ka b elaaj kren
497,995,0,@Nid_Naveed Haraami suna hai uska kuch nai pata\xf0\x9f\x98\x82
498,997,0,@R1Stainless Shut upppp haraami
499,999,2,@narendramodi_v @BJP4India @AmitShah Sir\nAbsolutely correct\nSultan is a Dumbo knit witted\nfor him this phrase us th\xe2\x80\xa6 https://t.co/AVV9boffDi
500,1001,0,@Fay_Alif @Fatmounh such a haraami team i have
501,1003,0,@ptshrikant @UPGovt @BJP4India @BJP4UP @myogiadityanath Wow Mubarak ho shrikant Sharma kyuki haraami dougla ho
502,1005,0,@qadirBijnori @Shehzad_Ind @rssurjewala Kisase Namak haraami aur Kisskase Namak Halali. Jiss thaali mein khana Usi\xe2\x80\xa6 https://t.co/aTWqSIjyDS
503,1007,0,@TimesNow Abhi ro k inko news me aana h..us chutiye ko koot kr ya kootwa kr news me aati na ladki..bs tesuye bahana\xe2\x80\xa6 https://t.co/n7gPFp4Y5o
504,1009,2,RT @Taaslima_k: if anyone's giving me evil eye pls STOP because I assure you my life is a MESS and I do not need ur help making it worse I\xe2\x80\xa6
505,1011,2,Aise kon Troll karta hai #Pappu_Pidi\xf0\x9f\x90\x95ko !! @OfficeOfRG @INCIndia @priyankac19 @divyaspandana @rssurjewala\xe2\x80\xa6 https://t.co/MkgbIDubgh
506,1013,0,@timesofindia @narendramodi Haraami apni aoukat pe aagayaa badmash
507,1015,0,@omkhokhar92 @aajtak Iss Haraami ki Age bhi dekh lo kutto. \nYe kya hai. ...???????
508,1017,0,"RT @BilalQazaafi_: Ujlay Kapry, Achy Khany,\nMehngy Jotay, Oonchy Ghar,\nKaaly Dil, Mailay Man,\nSastay Shoq, Haraami Log."
509,1019,0,@tweetfromRaghu @mymalishka Tu hai kaun be Bh*****ke...\nTeri aukaat kya hai be...Saale MTV ke chuziye...\nMalishka t\xe2\x80\xa6 https://t.co/UWdAFXY8QV
510,1021,2,@MixedRaita Mere bhaiyo mein AMU mein rights ke doran roz padha. Mere guru bhi Muslim rahe aur unaki taalim ka mein\xe2\x80\xa6 https://t.co/asFmnvtzNy
511,1023,2,i want a snow day with hot chocolate ft. the LOML
512,1025,0,"Aaj kal jo jitna zyada namak khata hai, utni hi zyada namak haraami karta hai\n#GujaratElection2017 #GujaratElection https://t.co/CYTgNb3yLo"
513,1027,0,@narendramodi ko bhi suspend karo. \xe2\x80\x9cNEECH\xe2\x80\x9d aadmi ki degree farzi hai. Haraami ki aulaad ko phansi do! https://t.co/LWPwlQ6UO8
514,1029,0,"@imranpasha1\nImran Bhai! Report karo ""tootaram"" ke tweets ko... Block hojaayega haraami... Bahut si tweets haen usk\xe2\x80\xa6 https://t.co/2hNNAlQmVE"
515,1031,1,World's Biggest haraami Muslims are in hydrabad who sell their young virgin girls to Arabs to get rich. That Owaisi idiot can't see this?
516,1033,0,@BabuSaheb90 @RealHistoryPic Haraami tere par suit karta hai....
517,1035,0,"@Bhoolwerine @kaminapun Mobikwik haraami has stopped taking supercash for recharges, ullu ke pathhe"
518,1037,0,Haraami \n\nBare haraami\n\nApne dosto ke pas beth ke janu ko call karne wale.
519,1039,0,"@imeerage I would like to say ""yahan kya apni MC aaya tha haraami"""
520,1041,0,"@Bhuvan_Bam ""Kitne haraami hai hum"" \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\nKya pele ho BB!!"
521,1043,0,@RoflGandhi_ @KPadmaRani1 @sambitswaraj Haraami betaa muhh zoor hote hai ye Essne sabit kr diya..... https://t.co/LqovEuAsXi
522,1045,0,@aajtak @HardikPatel_ @rahulkanwal Is haraami ki icha rahul ka jija banne ki hai bana do ise
523,1047,0,@imparhlad @adarsh29091979 @Rishiroybjp @sambitswaraj Haan ab toh udke dumchale Modi ko sabka baap batate hain. Sal\xe2\x80\xa6 https://t.co/OjPlQTebj2
524,1049,0,Anta Hareem wa haraami #SaudiMovieTitles
525,1051,0,@ARYSabirShakir @HumaimaMalik162 Very well said sabir sir lekin ye nooni haraami ko samaj nahi aye ga haraam ko kha\xe2\x80\xa6 https://t.co/28BEK73IyZ
526,1053,0,RT @LeMeJeRry_: Dost ki English Kamzoor thi to English movies dekhne ko kaha.\n\nHaraami na pata nahi Konsi movies dekh li ab wo khud kamzoor\xe2\x80\xa6
527,1055,0,@sardesairajdeep this is the same haraami media that asked if Shivaji's statue was important! and look at their bastardly priorities.
528,1057,0,Sorry Mani Shankar Aiyer.. you were very wrong boss. Aise PM ko 'neech kisam ka..' nahi 'ekdum haraami kisam ka..'\xe2\x80\xa6 https://t.co/d8kHuZy7mN
529,1059,0,@ManishTewari No wonder you are behaving like a moron. Your vote bank is stuck in 14th century ARABIA with barbaric\xe2\x80\xa6 https://t.co/tOumT13fQn
530,1061,0,@Deepak1883 @ReallySwara @JagratiShukla29 Dekh swara tumhara ex hoga yeh...haraami..
531,1063,0,Yeh feku\nKutta\nKameena\nMakkaar\nHaraamkhoor\nNikamma\nJahil\nGawaar\nYeh sab me nahi kehta\nWarna kuch haraami Mujhe gali\xe2\x80\xa6 https://t.co/GPRVon3fzq
532,1065,0,@ndtv What kind of Gira hua haraami he is!
533,1067,0,@queen_maryam1 @suyyashrai Han.. Yeh haraami hai ek number ka.. Koi badi baat nahi yeh he intention ho iska
534,1069,2,RT @0504MN_: I had my nikkah in front of the kaabah and did umrah with my husband straight after and he still turned out to be a piece of s\xe2\x80\xa6
535,1071,0,"RT @JpiyushSharma: Aaj kal jo jitna zyada namak khata hai, utni hi zyada namak haraami karta hai\n#GujaratElection2017 #GujaratElection http\xe2\x80\xa6"
536,1073,2,RT @drnkgupta: @MixedRaita Mere bhaiyo mein AMU mein rights ke doran roz padha. Mere guru bhi Muslim rahe aur unaki taalim ka mein example-\xe2\x80\xa6
537,1075,2,All I want for Xmas is medium phat tiddies
538,1077,0,@dilipkpandey to gandu jab ec ne bulaya tha to gaya kyon nahi. apne haraami baap ki chaat raha tha
539,1079,2,RT @shabsmind: sza and dvsn chill weather
540,1081,0,@jigneshmevani80 Desh ke hai bure haalat\nHaraami BJP ko laat\n\n@amitshah..kitne big EVM HACKS karle...tumhe raasta c\xe2\x80\xa6 https://t.co/7Z1A1NcRUQ
541,1083,0,@surkhminahil Ap kanjar haraami ki beti hain???
542,1085,0,@i_samyy But saamne haraami friend khada ho to muh ko hi act karna padta hai... Woh bhi gaali se \xf0\x9f\x98\x82\xf0\x9f\x98\x82
543,1087,2,RT @nadirbhaii: Women are too precious for this world
544,1089,2,"RT @reayonce: the year is 2036. you sit on the couch with your spouse. your children play a ""classic oldies"" music playlist. \'Fergilicious\'\xe2\x80\xa6"
545,1091,0,Tomorrow he will be s jaunu Shari Hindu.. Lol. Haraami hai saalei https://t.co/PeFoVeAnjr
546,1093,2,"@behrulkahil best is witnessing current generation lahoriye kids, having a go at urdu in deliriously punjabi accent\xe2\x80\xa6 https://t.co/lA6p1X7jgd"
547,1095,0,@ANINewsUP Ause haraami log bhi hain ???
548,1097,0,I want to send this to every haraami IT type/ posh type/ butter-won't-melt-in-my-mouth-type who tried to argue with\xe2\x80\xa6 https://t.co/iu9FhYb8bp
549,1099,0,RT @annaverbee: I want to send this to every haraami IT type/ posh type/ butter-won't-melt-in-my-mouth-type who tried to argue with me abou\xe2\x80\xa6
550,1101,0,@aimxaye Haraami \xf0\x9f\x98\x92\xf0\x9f\x98\x90\xf0\x9f\xa4\xac\xf0\x9f\x98\xad
551,1103,0,@HerdHUSH @TwitterSupport @subhadip909 @Twitter Is baasu ki ma ka bhosda saala madharchod hai kis jagah ka ye bahan\xe2\x80\xa6 https://t.co/s5FSwlhWXL
552,1105,0,Haraami hai Saala.. Essa toto bandh hogaya.. Part of sold media https://t.co/BaLAOg9tns
553,1107,0,Pehle Main Boht Seedha Saadha Tha Phr Ak Din Meri Life Main Ak Haraami Ki Entry Hoe Aur Sab Badal Gaya
554,1109,2,"RT @tiaramvrie: It doesn\xe2\x80\x99t matter what else he does right.. if a man does not offer emotional support, he is useless. Read that twice."
555,1111,2,Feku\nNeech\nKutta\nKameena\nNikamma\nHaraamkhoor\nHaraami\nGadha\nNapunsak\nYeh sab modi ji ke liye nahi bolna chahye Q ke wo Pm hai\nAb jaisa bhi h
556,1113,2,Inka khaandaan hi aisa he sir \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\n\n#Haraami https://t.co/sqtHcVQCJ6
557,1115,0,@promethazeem @litpakib I\xe2\x80\x99m a haraami
558,1117,0,Bhai jiyo. Gazab haraami piece h Bhai tu\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/bhfr3pi9UH
559,1119,0,Im going to neck that taehyung anti spreading that false shit saali kamini kahiki bhenchod kutti chutiya haraami sab kiuch hai woh
560,1121,0,Kabhi IPL meh bhi aisa kheleta Eoin Morgan haraami.... https://t.co/ykm0nyCSq5
561,1123,0,You know your bff is haraami when his 2:30 AM chats includes reminder of the girl who loved you &amp
562,1125,0,@mirchagalib \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 abey haraami
563,1127,0,Ab Haraami ho gaye hain https://t.co/13Kw2NWsMW
564,1129,0,@ExSecular Didi yeh Bollywood wale bade haraami hote hain.\nLekin inme inka dosh Nahi hai.\nWe should stop making stupid people famous.
565,1131,0,@HamidMirPAK Haraami hai ye kameena
566,1133,2,"RT @banGhRoo: @behrulkahil best is witnessing current generation lahoriye kids, having a go at urdu in deliriously punjabi accent. Aik tee'\xe2\x80\xa6"
567,1135,0,@SushilVerma_ @anil100y @sachinms87 @pankhuripathak @yogita_singh13 Maarooo saaale ko haraami ko mil jaaye salaa ab\xe2\x80\xa6 https://t.co/JEe1RPx3bN
568,1137,0,@aajtak BJP ki nasl hi haraami hai
569,1139,0,"RT @alyinas: when I tell you a private life is a happy life I\xe2\x80\x99m not lying, people not knowing anything about me or my life is a fucking con\xe2\x80\xa6"
570,1141,0,@ShkhRasheed Zaani sharaabi haraami
571,1143,0,@JuicyM4ngo But ur not a haraami init \xf0\x9f\x98\x8f
572,1145,2,"Masha Allah, As usual, this is a music free, dance free, non-mahram free and haraam free Islamic pre school programme."
573,1147,2,@AsutoshAp @bilal_motorwala @pbhushan1 @sanjivbhatt @INCIndia @geetv79 @HardikPatel_ @AlpeshThakor_ @JMevani\xe2\x80\xa6 https://t.co/dPIRUV8cDv
574,1149,0,Making images is dangerous and haraam but the cunt himself is dancing in front of a camera. https://t.co/peDGZUtngF
575,1151,0,@rdhwn I\xe2\x80\x99m jokin\xe2\x80\x99 dat shit haraam
576,1153,0,NUMBER AURON K ATAY HAIN JEEENA HAMARA HARAAM HOTA.
577,1155,0,RT @halalpixie: Lol when you wear a hijab ppl assume you either shout how dating is haraam or that you want a really religious guy. Errrr \xf0\x9f\x98\xac
578,1157,0,RT @EarlyMuslimWays: Demonstrations are an innovation (in the religion) and they are Haraam!\n\nSource: https://t.co/jSYVhLdg63 https://t.co/\xe2\x80\xa6
579,1159,0,"RT @sakhwa: If a guy tells you that he loves you, ask him to make it halaal instead of going into haraam relationship. Phir dekhna kese bha\xe2\x80\xa6"
580,1161,0,"How do I tell a mother who supports her daughters haram relationship partially due to fears and concerns, that it is still haraam!"
581,1163,0,Celebrities love marriage : \nWow ! Marriage and love goals.\n\nNormal ppl love marriage : \nHaraam intercaste marriage\xe2\x80\xa6 https://t.co/gJKLjEtIIu
582,1165,0,"chautarfa mahangai ne jeena haraam kiya hua hei , pm growth rate ke peeche pade hue hein , do saal se kagaj par mahangai kum kar khush hein."
